scenario,n_agents,trial,seed,success,time_raw,time_effective,cost_total,cost_per_agent,makespan,nodes,error_reason,img_path
复杂异构 (1x1+2x2+3x1),7,16,56199,False,0.0351719856262207,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,17,34231,False,0.03566431999206543,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),7,18,85941,False,5.0104382038116455,5.0,-1,-1,-1,511,Timeout,
复杂异构 (1x1+2x2+3x1),7,19,66807,False,0.01984119415283203,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),7,20,22715,False,0.08290505409240723,5.0,-1,-1,-1,10,NoSolution,
复杂异构 (1x1+2x2+3x1),8,1,40647,True,0.06696414947509766,0.06696414947509766,88,11.0,19,12,,batch_performance_analysis\images\paths\复杂异构_1x1+2x2+3x1_N8.png
复杂异构 (1x1+2x2+3x1),8,2,56459,False,0.015676259994506836,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,3,38993,True,0.015004396438598633,0.015004396438598633,76,9.5,17,1,,
复杂异构 (1x1+2x2+3x1),8,4,9103,False,1.231139898300171,5.0,-1,-1,-1,163,NoSolution,
复杂异构 (1x1+2x2+3x1),8,5,7338,False,0.014600992202758789,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,6,23075,False,5.014139652252197,5.0,-1,-1,-1,315,Timeout,
复杂异构 (1x1+2x2+3x1),8,7,88521,False,0.0350344181060791,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),8,8,6568,False,0.010178565979003906,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,9,65672,True,0.008208990097045898,0.008208990097045898,66,8.25,17,0,,
复杂异构 (1x1+2x2+3x1),8,10,16314,True,0.036386966705322266,0.036386966705322266,87,10.875,23,6,,
复杂异构 (1x1+2x2+3x1),8,11,90592,False,0.010741949081420898,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,12,28169,False,0.6396293640136719,5.0,-1,-1,-1,104,NoSolution,
复杂异构 (1x1+2x2+3x1),8,13,23468,False,0.18091058731079102,5.0,-1,-1,-1,33,NoSolution,
复杂异构 (1x1+2x2+3x1),8,14,1616,False,5.010466814041138,5.0,-1,-1,-1,483,Timeout,
复杂异构 (1x1+2x2+3x1),8,15,76069,False,0.012986421585083008,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,16,44587,True,0.011063575744628906,0.011063575744628906,90,11.25,17,0,,
复杂异构 (1x1+2x2+3x1),8,17,32366,False,0.01369333267211914,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),8,18,84292,False,0.04482865333557129,5.0,-1,-1,-1,5,NoSolution,
复杂异构 (1x1+2x2+3x1),8,19,34947,False,0.9334897994995117,5.0,-1,-1,-1,62,NoSolution,
复杂异构 (1x1+2x2+3x1),8,20,57776,False,0.19597172737121582,5.0,-1,-1,-1,18,NoSolution,
复杂异构 (1x1+2x2+3x1),9,1,45084,False,5.011378049850464,5.0,-1,-1,-1,549,Timeout,
复杂异构 (1x1+2x2+3x1),9,2,20901,False,0.038028717041015625,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),9,3,38064,False,0.01441335678100586,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),9,4,80926,False,0.01294088363647461,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),9,5,66558,True,0.6792812347412109,0.6792812347412109,119,13.222222222222221,22,108,,
复杂异构 (1x1+2x2+3x1),9,6,53819,True,0.029348134994506836,0.029348134994506836,77,8.555555555555555,21,3,,
复杂异构 (1x1+2x2+3x1),9,7,15108,False,0.7892682552337646,5.0,-1,-1,-1,67,NoSolution,
复杂异构 (1x1+2x2+3x1),9,8,59677,False,0.05164694786071777,5.0,-1,-1,-1,6,NoSolution,
复杂异构 (1x1+2x2+3x1),9,9,71282,False,5.005081653594971,5.0,-1,-1,-1,306,Timeout,
复杂异构 (1x1+2x2+3x1),9,10,51530,True,0.052538394927978516,0.052538394927978516,98,10.88888888888889,26,11,,
复杂异构 (1x1+2x2+3x1),9,11,8077,False,5.009067058563232,5.0,-1,-1,-1,622,Timeout,
复杂异构 (1x1+2x2+3x1),9,12,95503,False,0.031757354736328125,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),9,13,19414,False,0.17425155639648438,5.0,-1,-1,-1,18,NoSolution,
复杂异构 (1x1+2x2+3x1),9,14,32307,False,1.4645884037017822,5.0,-1,-1,-1,181,NoSolution,
复杂异构 (1x1+2x2+3x1),9,15,9843,False,0.34841012954711914,5.0,-1,-1,-1,22,NoSolution,
复杂异构 (1x1+2x2+3x1),9,16,59958,False,5.049329042434692,5.0,-1,-1,-1,522,Timeout,
复杂异构 (1x1+2x2+3x1),9,17,96717,False,0.019454479217529297,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),9,18,69466,False,0.014135360717773438,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),9,19,41138,True,0.0799713134765625,0.0799713134765625,82,9.11111111111111,23,13,,
复杂异构 (1x1+2x2+3x1),9,20,73359,False,0.016533613204956055,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,1,64203,False,0.1356818675994873,5.0,-1,-1,-1,17,NoSolution,
复杂异构 (1x1+2x2+3x1),10,2,88513,False,3.7171213626861572,5.0,-1,-1,-1,598,NoSolution,
复杂异构 (1x1+2x2+3x1),10,3,8393,False,0.05396533012390137,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,4,78111,False,0.041715145111083984,5.0,-1,-1,-1,2,NoSolution,
复杂异构 (1x1+2x2+3x1),10,5,49423,False,0.01106715202331543,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,6,78562,False,0.07710433006286621,5.0,-1,-1,-1,10,NoSolution,
复杂异构 (1x1+2x2+3x1),10,7,56337,False,0.1833963394165039,5.0,-1,-1,-1,22,NoSolution,
复杂异构 (1x1+2x2+3x1),10,8,42974,False,4.09734034538269,5.0,-1,-1,-1,572,NoSolution,
复杂异构 (1x1+2x2+3x1),10,9,97336,False,1.2153229713439941,5.0,-1,-1,-1,336,NoSolution,
复杂异构 (1x1+2x2+3x1),10,10,50382,False,2.12896466255188,5.0,-1,-1,-1,420,NoSolution,
复杂异构 (1x1+2x2+3x1),10,11,84984,False,0.019557952880859375,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,12,28637,False,0.14868450164794922,5.0,-1,-1,-1,36,NoSolution,
复杂异构 (1x1+2x2+3x1),10,13,97952,True,0.15115618705749512,0.15115618705749512,87,8.7,21,41,,
复杂异构 (1x1+2x2+3x1),10,14,25960,False,0.34760594367980957,5.0,-1,-1,-1,65,NoSolution,
复杂异构 (1x1+2x2+3x1),10,15,47217,False,1.716090440750122,5.0,-1,-1,-1,107,NoSolution,
复杂异构 (1x1+2x2+3x1),10,16,19891,False,0.0320127010345459,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,17,62474,False,0.71240234375,5.0,-1,-1,-1,90,NoSolution,
复杂异构 (1x1+2x2+3x1),10,18,18635,False,0.017616748809814453,5.0,-1,-1,-1,0,NoSolution,
复杂异构 (1x1+2x2+3x1),10,19,43368,False,3.453434467315674,5.0,-1,-1,-1,478,NoSolution,
复杂异构 (1x1+2x2+3x1),10,20,95659,False,0.01748371124267578,5.0,-1,-1,-1,0,NoSolution,
